ICD,Protein,Protein_PPI,Protein_Num,Protein_PPI_Num
403,"[1536, 7168, 3075, 1543, 2056, 4615, 3091, 26, 7200, 551, 51752, 3630, 1071, 653361, 3636, 6198, 7222, 7224, 63036, 4158, 130120, 2641, 2643, 596, 3162, 4190, 5728, 1636, 65125, 5741, 111, 624, 2160, 2161, 5743, 118, 6786, 9351, 2697, 5770, 6794, 2701, 2702, 3725, 7827, 150, 153, 9370, 156, 10911, 1187, 8870, 3240, 2729, 6648, 221357, 3758, 10928, 2740, 7349, 183, 7351, 185, 186, 1215, 6337, 6338, 3779, 196, 6340, 7369, 6347, 5327, 210, 10451, 27347, 213, 6869, 9943, 4313, 2778, 3290, 3291, 5340, 4318, 2784, 9445, 3816, 4843, 2796, 4846, 65266, 3827, 7412, 246, 2811, 1277, 7421, 1281, 6403, 348932, 1285, 1286, 775, 4363, 781, 4878, 4879, 4881, 1813, 7450, 796, 3357, 2335, 23327, 8490, 301, 2353, 11255, 1847, 3383, 2876, 5443, 10052, 50507, 335, 847, 5970, 5972, 857, 5465, 348, 2908, 5468, 1889, 5473, 358, 2920, 875, 4973, 5997, 367, 3952, 3953, 1906, 1395, 1908, 1909, 2932, 6519, 1401, 7040, 6530, 3972, 2950, 2952, 2953, 59272, 51083, 7052, 27020, 7054, 84876, 3479, 5020, 6558, 6559, 7076, 2982, 64423, 2475, 948, 4023, 7099, 5054, 8639, 5580, 1490, 7124, 2006, 4057, 475, 476, 477, 3551, 3553, 486, 490, 492, 3569, 7157, 6647, 5624, 6649, 3579, 1535]","[7168, 1536, 3075, 1543, 4615, 2056, 3091, 26, 7200, 551, 51752, 3630, 1071, 653361, 3636, 6198, 7222, 7224, 4158, 2641, 2643, 596, 3162, 4190, 5728, 1636, 65125, 5741, 5743, 624, 2160, 2161, 111, 118, 6786, 9351, 2697, 5770, 6794, 3725, 2702, 2701, 7827, 150, 153, 9370, 156, 1187, 8870, 6648, 2729, 3240, 221357, 3758, 10928, 2740, 7349, 7351, 183, 185, 186, 1215, 6337, 6338, 3779, 196, 6340, 7369, 6347, 5327, 210, 10451, 27347, 6869, 213, 9943, 4313, 2778, 3290, 5340, 3291, 4318, 2784, 9445, 3816, 4843, 2796, 4846, 65266, 3827, 7412, 246, 2811, 1277, 7421, 1281, 6403, 348932, 1285, 1286, 775, 4363, 781, 4878, 4879, 4881, 1813, 7450, 796, 3357, 2335, 23327, 8490, 301, 2353, 11255, 1847, 3383, 2876, 5443, 10052, 50507, 847, 335, 5970, 5972, 857, 5465, 2908, 5468, 348, 1889, 5473, 358, 2920, 875, 5997, 4973, 367, 3952, 3953, 1906, 1395, 2932, 1908, 1909, 6519, 1401, 7040, 6530, 3972, 2950, 2952, 2953, 59272, 51083, 27020, 84876, 7052, 7054, 3479, 5020, 6558, 6559, 7076, 2982, 64423, 2475, 948, 4023, 7099, 5054, 8639, 5580, 1490, 7124, 2006, 4057, 475, 476, 477, 3551, 3553, 486, 490, 492, 3569, 7157, 6647, 5624, 6649, 3579, 1535]",196,193
404,"[1536, 7168, 4615, 2056, 1543, 3091, 26, 7200, 551, 51752, 3630, 1071, 653361, 3636, 6198, 7222, 7224, 63036, 4158, 130120, 2641, 2643, 596, 3162, 4190, 5728, 1636, 65125, 5741, 111, 624, 2160, 2161, 5743, 118, 6786, 9351, 5624, 2697, 5770, 6794, 2701, 2702, 3725, 150, 153, 9370, 156, 10911, 1187, 6647, 8870, 3240, 2729, 221357, 3758, 10928, 2740, 7349, 183, 7351, 185, 186, 1215, 6337, 6338, 3779, 196, 6340, 7369, 6347, 5327, 210, 10451, 27347, 213, 6869, 9943, 4313, 2778, 3290, 3291, 5340, 4318, 2784, 9445, 3816, 4843, 2796, 4846, 65266, 3827, 7412, 246, 2811, 1277, 7421, 1281, 6403, 348932, 775, 4363, 781, 4878, 4879, 4881, 1813, 7450, 796, 3357, 2335, 23327, 8490, 301, 2353, 1847, 3383, 2876, 5443, 10052, 50507, 335, 847, 5970, 5972, 857, 5465, 348, 2908, 5468, 1889, 5473, 358, 2920, 875, 4973, 5997, 367, 3952, 3953, 1906, 1395, 1908, 1909, 2932, 1401, 7040, 6530, 3972, 2950, 2952, 2953, 59272, 51083, 7052, 27020, 7054, 84876, 3479, 5020, 6558, 6559, 7076, 2982, 2475, 948, 4023, 7099, 5054, 8639, 5580, 1490, 7124, 2006, 4057, 475, 476, 477, 3551, 3553, 486, 490, 492, 3569, 7157, 11255, 6648, 6649, 3579, 1535]","[7168, 1536, 1543, 4615, 2056, 3091, 26, 7200, 551, 51752, 3630, 1071, 653361, 3636, 6198, 7222, 7224, 4158, 2641, 2643, 596, 3162, 4190, 5728, 1636, 65125, 5741, 5743, 624, 2160, 2161, 111, 118, 6786, 9351, 2697, 5770, 6794, 3725, 2702, 2701, 150, 153, 9370, 156, 1187, 8870, 6648, 2729, 3240, 221357, 3758, 10928, 2740, 7349, 7351, 183, 185, 186, 1215, 6337, 6338, 3779, 196, 6340, 7369, 6347, 5327, 210, 10451, 27347, 6869, 213, 9943, 4313, 2778, 3290, 5340, 3291, 4318, 2784, 9445, 3816, 4843, 2796, 4846, 65266, 3827, 7412, 246, 2811, 1277, 7421, 1281, 6403, 348932, 775, 4363, 781, 4878, 4879, 4881, 1813, 7450, 796, 3357, 2335, 23327, 8490, 301, 2353, 11255, 1847, 3383, 2876, 5443, 10052, 50507, 847, 335, 5970, 5972, 857, 5465, 2908, 5468, 348, 1889, 5473, 358, 2920, 875, 5997, 4973, 367, 3952, 3953, 1906, 1395, 2932, 1908, 1909, 1401, 7040, 6530, 3972, 2950, 2952, 2953, 59272, 51083, 27020, 84876, 7052, 7054, 3479, 5020, 6558, 6559, 7076, 2982, 2475, 948, 4023, 7099, 5054, 8639, 5580, 1490, 7124, 2006, 4057, 475, 476, 477, 3551, 3553, 486, 490, 492, 3569, 7157, 6647, 5624, 6649, 3579, 1535]",190,187
405,"[1536, 7168, 4615, 2056, 1543, 3091, 26, 7200, 551, 51752, 3630, 1071, 653361, 3636, 6198, 7222, 7224, 63036, 4158, 130120, 2641, 2643, 596, 3162, 4190, 5728, 1636, 65125, 5741, 111, 624, 2160, 2161, 5743, 118, 6786, 9351, 5624, 2697, 5770, 6794, 2701, 2702, 3725, 150, 153, 9370, 156, 10911, 1187, 6647, 8870, 3240, 2729, 221357, 3758, 10928, 2740, 7349, 183, 7351, 185, 186, 1215, 6337, 6338, 3779, 196, 6340, 7369, 6347, 5327, 210, 10451, 27347, 213, 6869, 9943, 4313, 2778, 3290, 3291, 5340, 4318, 2784, 9445, 3816, 4843, 2796, 4846, 65266, 3827, 7412, 246, 2811, 1277, 7421, 1281, 6403, 348932, 775, 4363, 781, 4878, 4879, 4881, 1813, 7450, 796, 3357, 2335, 23327, 8490, 301, 2353, 1847, 3383, 2876, 5443, 10052, 50507, 335, 847, 5970, 5972, 857, 5465, 348, 2908, 5468, 1889, 5473, 358, 2920, 875, 4973, 5997, 367, 3952, 3953, 1906, 1395, 1908, 1909, 2932, 1401, 7040, 6530, 3972, 2950, 2952, 2953, 59272, 51083, 7052, 27020, 7054, 84876, 3479, 5020, 6558, 6559, 7076, 2982, 2475, 948, 4023, 7099, 5054, 8639, 5580, 1490, 7124, 2006, 4057, 475, 476, 477, 3551, 3553, 486, 490, 492, 3569, 7157, 11255, 6648, 6649, 3579, 1535]","[7168, 1536, 1543, 4615, 2056, 3091, 26, 7200, 551, 51752, 3630, 1071, 653361, 3636, 6198, 7222, 7224, 4158, 2641, 2643, 596, 3162, 4190, 5728, 1636, 65125, 5741, 5743, 624, 2160, 2161, 111, 118, 6786, 9351, 2697, 5770, 6794, 3725, 2702, 2701, 150, 153, 9370, 156, 1187, 8870, 6648, 2729, 3240, 221357, 3758, 10928, 2740, 7349, 7351, 183, 185, 186, 1215, 6337, 6338, 3779, 196, 6340, 7369, 6347, 5327, 210, 10451, 27347, 6869, 213, 9943, 4313, 2778, 3290, 5340, 3291, 4318, 2784, 9445, 3816, 4843, 2796, 4846, 65266, 3827, 7412, 246, 2811, 1277, 7421, 1281, 6403, 348932, 775, 4363, 781, 4878, 4879, 4881, 1813, 7450, 796, 3357, 2335, 23327, 8490, 301, 2353, 11255, 1847, 3383, 2876, 5443, 10052, 50507, 847, 335, 5970, 5972, 857, 5465, 2908, 5468, 348, 1889, 5473, 358, 2920, 875, 5997, 4973, 367, 3952, 3953, 1906, 1395, 2932, 1908, 1909, 1401, 7040, 6530, 3972, 2950, 2952, 2953, 59272, 51083, 27020, 84876, 7052, 7054, 3479, 5020, 6558, 6559, 7076, 2982, 2475, 948, 4023, 7099, 5054, 8639, 5580, 1490, 7124, 2006, 4057, 475, 476, 477, 3551, 3553, 486, 490, 492, 3569, 7157, 6647, 5624, 6649, 3579, 1535]",190,187
410,"[2052, 2053, 3082, 5142, 6678, 83992, 3097, 3098, 3099, 1052, 5160, 3627, 5166, 1075, 79924, 60, 5693, 2628, 8773, 2634, 3146, 3659, 595, 2643, 4691, 3158, 5209, 3162, 3164, 5213, 1634, 9314, 2150, 2152, 6252, 6258, 5236, 6262, 6776, 8313, 2171, 7292, 4734, 4223, 7296, 1153, 2690, 3717, 3726, 2710, 153, 154, 5786, 9370, 4254, 6817, 166, 7846, 2729, 2730, 10928, 3764, 183, 4792, 7357, 2246, 2247, 5320, 713, 1737, 203, 5834, 6347, 6348, 3791, 2768, 6351, 10959, 10965, 7386, 7879, 10462, 226, 3303, 6376, 4329, 3306, 6890, 5868, 9451, 4846, 241, 3313, 7412, 7422, 6401, 60674, 6403, 201475, 4878, 6934, 6935, 811, 1326, 9518, 817, 1329, 1843, 821, 3383, 1848, 28984, 9021, 5443, 3397, 3399, 10059, 117579, 334, 348, 1375, 5471, 2920, 8553, 4973, 1906, 7538, 9588, 3957, 10611, 374, 1398, 5495, 1401, 2938, 7037, 894, 4478, 2946, 3459, 389, 2950, 6533, 22919, 5515, 27020, 7056, 6546, 406, 3479, 1432, 91543, 3486, 5534, 9637, 1959, 5034, 5037, 2992, 7091, 948, 952, 23491, 7112, 5581, 4049, 54738, 7124, 81876, 2006, 3030, 1499, 476, 3552, 3553, 7139, 83939, 1000, 2029, 3569, 3572, 4599, 6648, 6139]","[2052, 2053, 3082, 6678, 5142, 83992, 3097, 3098, 3099, 1052, 5160, 3627, 5166, 1075, 79924, 60, 5693, 2628, 8773, 2634, 3659, 3146, 4691, 595, 2643, 3158, 5209, 3162, 3164, 5213, 9314, 1634, 2150, 2152, 6252, 6258, 5236, 6262, 6776, 8313, 2171, 7292, 4734, 4223, 7296, 1153, 2690, 3717, 3726, 5320, 2710, 153, 9370, 154, 5786, 4254, 6817, 166, 7846, 2729, 2730, 10928, 3764, 183, 4792, 7357, 2246, 2247, 7879, 713, 5834, 6347, 6348, 203, 1737, 6351, 2768, 10959, 3791, 10965, 7386, 10462, 226, 3303, 6376, 4329, 3306, 9451, 5868, 6890, 4846, 3313, 241, 7412, 7422, 6401, 60674, 6403, 201475, 4878, 6934, 6935, 811, 1326, 9518, 817, 1329, 1843, 821, 3383, 28984, 1848, 9021, 5443, 3397, 3399, 10059, 117579, 334, 348, 5471, 1375, 2920, 8553, 4973, 7538, 10611, 9588, 3957, 1398, 1906, 5495, 1401, 2938, 374, 7037, 4478, 894, 2946, 3459, 389, 2950, 22919, 6533, 5515, 27020, 7056, 6546, 406, 91543, 1432, 3479, 3486, 5534, 9637, 1959, 5034, 5037, 2992, 7091, 948, 952, 23491, 7112, 5581, 4049, 54738, 7124, 81876, 3030, 2006, 1499, 476, 3552, 3553, 83939, 7139, 1000, 2029, 3569, 3572, 4599, 6648, 6139]",184,184
411,"[2052, 2053, 3082, 5142, 6678, 83992, 3097, 3098, 3099, 1052, 5160, 3627, 5166, 1075, 79924, 60, 5693, 2628, 8773, 2634, 3146, 3659, 595, 2643, 4691, 3158, 5209, 3162, 3164, 5213, 1634, 9314, 2150, 2152, 6252, 6258, 5236, 6262, 6776, 8313, 2171, 4734, 4223, 7296, 1153, 2690, 3717, 3726, 2710, 153, 154, 5786, 9370, 4254, 6817, 166, 7846, 6648, 2729, 10928, 3764, 183, 4792, 7357, 2246, 2247, 5320, 713, 1737, 203, 5834, 6347, 6348, 3791, 2768, 6351, 10959, 5328, 10965, 7386, 7879, 10462, 226, 3303, 6376, 4329, 3306, 6890, 5868, 9451, 4846, 3313, 7412, 7422, 6401, 60674, 6403, 201475, 4878, 6934, 6935, 811, 1326, 9518, 817, 1329, 1843, 821, 3383, 1848, 28984, 9021, 5443, 3397, 3399, 10059, 117579, 334, 1375, 5471, 2920, 8553, 1906, 7538, 9588, 10611, 374, 1398, 5495, 1401, 2938, 7037, 894, 4478, 2946, 3459, 389, 2950, 6533, 22919, 5515, 27020, 6546, 406, 3479, 1432, 91543, 3486, 5534, 9637, 1959, 5034, 5037, 2992, 7091, 948, 952, 23491, 7112, 5581, 5069, 54738, 7124, 81876, 2006, 3030, 1499, 476, 3552, 3553, 7139, 83939, 1000, 2029, 3569, 3572, 4599, 3576, 6139]","[2052, 2053, 3082, 6678, 5142, 83992, 3097, 3098, 3099, 1052, 5160, 3627, 5166, 1075, 79924, 60, 5693, 2628, 8773, 3576, 2634, 3659, 3146, 4691, 595, 2643, 3158, 5209, 3162, 3164, 5213, 9314, 1634, 2150, 2152, 6252, 6258, 5236, 6262, 6776, 8313, 2171, 4734, 4223, 7296, 1153, 2690, 3717, 3726, 5320, 2710, 153, 9370, 154, 5786, 4254, 6817, 166, 7846, 2729, 10928, 3764, 183, 4792, 7357, 2246, 2247, 7879, 713, 5834, 6347, 6348, 203, 1737, 6351, 2768, 10959, 3791, 5328, 10965, 7386, 10462, 226, 3303, 6376, 4329, 3306, 9451, 5868, 6890, 4846, 3313, 7412, 7422, 6401, 60674, 6403, 201475, 4878, 6934, 6935, 811, 1326, 9518, 817, 1329, 1843, 821, 3383, 28984, 1848, 9021, 5443, 3397, 3399, 10059, 117579, 334, 5471, 1375, 2920, 8553, 7538, 10611, 9588, 1906, 1398, 5495, 374, 1401, 2938, 7037, 4478, 894, 2946, 3459, 389, 2950, 22919, 6533, 5515, 27020, 6546, 406, 91543, 1432, 3479, 3486, 5534, 9637, 1959, 5034, 5037, 2992, 7091, 948, 952, 23491, 7112, 5581, 5069, 54738, 7124, 81876, 3030, 2006, 1499, 476, 3552, 3553, 83939, 7139, 1000, 2029, 3569, 3572, 4599, 6648, 6139]",179,179
412,"[2052, 2053, 3082, 5142, 6678, 83992, 3097, 3098, 3099, 1052, 5160, 3627, 5166, 1075, 79924, 60, 5693, 2628, 8773, 2634, 3146, 3659, 595, 2643, 4691, 3158, 5209, 3162, 3164, 5213, 1634, 9314, 2150, 2152, 6252, 6258, 5236, 6262, 6776, 8313, 2171, 4734, 4223, 7296, 1153, 2690, 3717, 3726, 2710, 153, 154, 5786, 9370, 4254, 6817, 166, 7846, 2729, 10928, 3764, 183, 4792, 7357, 2246, 2247, 5320, 713, 1737, 203, 5834, 6347, 6348, 3791, 2768, 6351, 10959, 10965, 7386, 7879, 10462, 226, 3303, 6376, 4329, 3306, 6890, 5868, 9451, 4846, 3313, 7412, 7422, 6401, 60674, 6403, 201475, 4878, 6934, 6935, 811, 1326, 9518, 817, 1329, 1843, 821, 3383, 1848, 28984, 9021, 5443, 3397, 3399, 10059, 117579, 334, 1375, 5471, 2920, 8553, 1906, 7538, 9588, 10611, 374, 1398, 5495, 1401, 2938, 7037, 894, 4478, 2946, 3459, 389, 2950, 6533, 22919, 5515, 27020, 6546, 406, 3479, 1432, 91543, 3486, 5534, 9637, 1959, 5034, 5037, 2992, 7091, 948, 952, 23491, 7112, 5581, 54738, 7124, 81876, 2006, 3030, 1499, 476, 3552, 3553, 7139, 83939, 1000, 2029, 3569, 3572, 4599, 6648, 6139]","[2052, 2053, 3082, 6678, 5142, 83992, 3097, 3098, 3099, 1052, 5160, 3627, 5166, 1075, 79924, 60, 5693, 2628, 8773, 2634, 3659, 3146, 4691, 595, 2643, 3158, 5209, 3162, 3164, 5213, 9314, 1634, 2150, 2152, 6252, 6258, 5236, 6262, 6776, 8313, 2171, 4734, 4223, 7296, 1153, 2690, 3717, 3726, 5320, 2710, 153, 9370, 154, 5786, 4254, 6817, 166, 7846, 2729, 10928, 3764, 183, 4792, 7357, 2246, 2247, 7879, 713, 5834, 6347, 6348, 203, 1737, 6351, 2768, 10959, 3791, 10965, 7386, 10462, 226, 3303, 6376, 4329, 3306, 9451, 5868, 6890, 4846, 3313, 7412, 7422, 6401, 60674, 6403, 201475, 4878, 6934, 6935, 811, 1326, 9518, 817, 1329, 1843, 821, 3383, 28984, 1848, 9021, 5443, 3397, 3399, 10059, 117579, 334, 5471, 1375, 2920, 8553, 7538, 10611, 9588, 1906, 1398, 5495, 374, 1401, 2938, 7037, 4478, 894, 2946, 3459, 389, 2950, 22919, 6533, 5515, 27020, 6546, 406, 91543, 1432, 3479, 3486, 5534, 9637, 1959, 5034, 5037, 2992, 7091, 948, 952, 23491, 7112, 5581, 54738, 7124, 81876, 3030, 2006, 1499, 476, 3552, 3553, 83939, 7139, 1000, 2029, 3569, 3572, 4599, 6648, 6139]",176,176
413,"[2052, 2053, 3082, 5142, 6678, 83992, 3097, 3098, 3099, 1052, 551, 5160, 3627, 5166, 1075, 79924, 60, 5693, 2628, 8773, 2634, 3146, 3659, 595, 2643, 4691, 3158, 5209, 3162, 3164, 5213, 1634, 9314, 2150, 2152, 6252, 6258, 5236, 6262, 6776, 8313, 2171, 4734, 4223, 7296, 1153, 2690, 3717, 3726, 2710, 153, 154, 5786, 9370, 4254, 6817, 166, 7846, 2729, 10928, 3764, 183, 4792, 7357, 2246, 2247, 5320, 713, 1737, 203, 5834, 6347, 6348, 3791, 2768, 6351, 10959, 5328, 10965, 7386, 7879, 10462, 226, 3303, 6376, 4329, 3306, 6890, 5868, 9451, 4846, 3313, 7412, 7422, 6401, 60674, 6403, 201475, 4878, 6934, 6935, 811, 1326, 9518, 817, 1329, 1843, 821, 3383, 1848, 28984, 9021, 5443, 3397, 3399, 10059, 117579, 334, 1375, 5471, 2920, 8553, 1906, 7538, 9588, 10611, 374, 1398, 5495, 1401, 2938, 7037, 894, 4478, 2946, 3459, 389, 2950, 6533, 22919, 5515, 27020, 6546, 406, 3479, 1432, 91543, 3486, 5534, 9637, 1959, 5034, 5037, 2992, 7091, 948, 952, 23491, 7112, 5581, 54738, 7124, 81876, 2006, 3030, 1499, 476, 3552, 3553, 7139, 83939, 1000, 2029, 3569, 3572, 4599, 6648, 6139]","[2052, 2053, 3082, 6678, 5142, 83992, 3097, 3098, 3099, 1052, 551, 5160, 3627, 5166, 1075, 79924, 60, 5693, 2628, 8773, 2634, 3659, 3146, 4691, 595, 2643, 3158, 5209, 3162, 3164, 5213, 9314, 1634, 2150, 2152, 6252, 6258, 5236, 6262, 6776, 8313, 2171, 4734, 4223, 7296, 1153, 2690, 3717, 3726, 5320, 2710, 153, 9370, 154, 5786, 4254, 6817, 166, 7846, 2729, 10928, 3764, 183, 4792, 7357, 2246, 2247, 7879, 713, 5834, 6347, 6348, 203, 1737, 6351, 2768, 10959, 3791, 5328, 10965, 7386, 10462, 226, 3303, 6376, 4329, 3306, 9451, 5868, 6890, 4846, 3313, 7412, 7422, 6401, 60674, 6403, 201475, 4878, 6934, 6935, 811, 1326, 9518, 817, 1329, 1843, 821, 3383, 28984, 1848, 9021, 5443, 3397, 3399, 10059, 117579, 334, 5471, 1375, 2920, 8553, 7538, 10611, 9588, 1906, 1398, 5495, 374, 1401, 2938, 7037, 4478, 894, 2946, 3459, 389, 2950, 22919, 6533, 5515, 27020, 6546, 406, 91543, 1432, 3479, 3486, 5534, 9637, 1959, 5034, 5037, 2992, 7091, 948, 952, 23491, 7112, 5581, 54738, 7124, 81876, 3030, 2006, 1499, 476, 3552, 3553, 83939, 7139, 1000, 2029, 3569, 3572, 4599, 6648, 6139]",178,178
414,"[2052, 2053, 1030, 2056, 3082, 10, 23564, 19, 7189, 5142, 6678, 83992, 3097, 3098, 3099, 28, 1052, 5160, 3627, 5166, 1075, 79924, 2099, 2100, 5175, 60, 5693, 2628, 8773, 3654, 2634, 3146, 3659, 595, 2643, 4691, 3158, 3667, 5209, 3162, 3164, 5213, 1634, 9314, 1636, 2150, 2152, 6252, 4205, 5743, 6258, 5236, 6262, 6776, 8313, 2171, 4734, 4223, 7296, 1153, 2690, 6272, 3717, 2697, 3726, 9365, 2710, 153, 154, 5786, 9370, 4254, 6817, 166, 7846, 2729, 10928, 3764, 183, 4792, 7357, 2246, 2247, 5320, 713, 1737, 203, 5834, 6347, 6348, 3791, 2768, 6351, 10959, 25802, 10965, 4314, 7386, 7879, 10462, 2784, 226, 3303, 6376, 4329, 3306, 6890, 5868, 9451, 4846, 64240, 3313, 64241, 6387, 7412, 255738, 7422, 23294, 6401, 60674, 6403, 201475, 57608, 4878, 4879, 375056, 6934, 6935, 22808, 6943, 10019, 116519, 811, 100507436, 1326, 9518, 10544, 817, 1329, 1843, 821, 3383, 1848, 28984, 283450, 9021, 5443, 5444, 5445, 3397, 325, 3399, 51530, 10059, 117579, 334, 335, 345, 84830, 1375, 5471, 7015, 2920, 8553, 3949, 1906, 7538, 9588, 10611, 374, 1398, 5495, 1401, 2938, 7037, 894, 4478, 2946, 3459, 389, 2950, 6533, 22919, 5515, 27020, 80271, 6546, 3988, 406, 3479, 1432, 91543, 406938, 3486, 5534, 9637, 2982, 1959, 8613, 11173, 5034, 5037, 2992, 4018, 7091, 948, 80310, 952, 51129, 7099, 959, 23491, 7112, 64968, 5581, 5069, 55759, 4049, 54738, 7124, 81876, 2006, 3030, 84439, 1499, 476, 3552, 3553, 7139, 83939, 1000, 490, 2029, 10221, 574447, 3569, 3572, 4599, 6648, 6139, 221692]","[2052, 2053, 1030, 2056, 3082, 10, 23564, 19, 7189, 6678, 5142, 83992, 3097, 3098, 3099, 1052, 28, 5160, 3627, 5166, 2099, 1075, 2100, 79924, 5175, 60, 5693, 2628, 8773, 3654, 2634, 3659, 3146, 4691, 595, 3667, 2643, 3158, 5209, 3162, 3164, 5213, 9314, 1634, 1636, 2150, 2152, 6252, 4205, 5743, 6258, 5236, 6262, 6776, 8313, 2171, 4734, 4223, 6272, 7296, 2690, 1153, 3717, 2697, 3726, 5320, 9365, 2710, 153, 9370, 154, 5786, 4254, 6817, 166, 7846, 2729, 10928, 3764, 183, 4792, 7357, 2246, 2247, 7879, 713, 5834, 6347, 6348, 203, 1737, 6351, 2768, 10959, 3791, 25802, 10965, 7386, 4314, 10462, 2784, 226, 3303, 6376, 4329, 3306, 9451, 5868, 6890, 4846, 64240, 3313, 64241, 6387, 7412, 255738, 23294, 7422, 6401, 60674, 6403, 201475, 57608, 4878, 4879, 375056, 6934, 6935, 22808, 6943, 10019, 116519, 811, 100507436, 1326, 9518, 10544, 817, 1329, 1843, 821, 3383, 28984, 1848, 283450, 9021, 5443, 5444, 5445, 3397, 3399, 325, 51530, 10059, 117579, 334, 335, 345, 84830, 5471, 1375, 7015, 2920, 8553, 3949, 7538, 10611, 9588, 1906, 1398, 5495, 374, 1401, 2938, 7037, 4478, 894, 2946, 3459, 389, 2950, 22919, 6533, 5515, 27020, 80271, 6546, 3988, 406, 91543, 1432, 3479, 3486, 5534, 9637, 8613, 1959, 2982, 11173, 5034, 5037, 2992, 4018, 7091, 948, 80310, 952, 51129, 7099, 959, 23491, 7112, 64968, 5581, 5069, 55759, 4049, 54738, 7124, 81876, 3030, 2006, 84439, 1499, 476, 3552, 3553, 83939, 7139, 1000, 490, 2029, 10221, 574447, 3569, 3572, 4599, 6648, 6139, 221692]",241,240
416,"[3777, 4093, 658, 659, 440275, 4086, 9496, 4089, 3741]","[3777, 3741, 658, 659, 440275, 4086, 9496, 4089, 4093]",9,9
417,[94],[94],1,1
423,"[5327, 5743]","[5327, 5743]",2,2
424,"[1482, 4091, 140628, 4851]","[1482, 4851, 140628, 4091]",4,4
425,"[7168, 4609, 2056, 3082, 4624, 4625, 125972, 2070, 1559, 4633, 4634, 4635, 65055, 8736, 5663, 57381, 551, 4137, 554, 5164, 3630, 58, 84033, 51778, 252995, 70, 88, 3688, 7273, 7276, 111, 624, 4720, 5743, 4719, 116, 6262, 6774, 4217, 4729, 58498, 135, 1674, 142, 3728, 2194, 5781, 153, 154, 156, 2717, 27295, 673, 2218, 84148, 183, 54968, 84665, 6331, 3265, 57538, 84676, 5318, 3784, 207, 1756, 51422, 4830, 5350, 3315, 6901, 7414, 6902, 3329, 1281, 3845, 5894, 775, 3336, 9997, 4879, 783, 9499, 4893, 1824, 10529, 291, 1829, 1832, 6443, 6444, 1837, 5428, 5443, 3910, 57158, 1355, 10060, 845, 80206, 847, 3920, 79188, 3418, 859, 5467, 351, 355, 356, 3939, 359, 873, 8557, 4973, 7533, 8048, 23409, 1906, 282996, 85366, 57724, 5502, 55679, 6016, 7040, 1410, 406912, 59272, 11155, 6548, 1431, 1432, 7066, 3482, 7071, 4000, 4512, 55210, 11186, 4023, 6584, 7097, 27063, 5563, 23493, 57798, 7112, 5581, 93649, 467, 7124, 7125, 2010, 5594, 5595, 7134, 3552, 7137, 3553, 7139, 5600, 5604, 5605, 91624, 3565, 3569, 2548, 7157, 6648, 6654, 4607]","[7168, 4609, 2056, 3082, 4624, 4625, 125972, 2070, 1559, 4633, 4634, 4635, 5663, 8736, 65055, 57381, 551, 4137, 554, 5164, 3630, 58, 84033, 51778, 252995, 70, 88, 3688, 7273, 7276, 4719, 624, 5743, 4720, 111, 116, 6774, 6262, 4217, 4729, 58498, 135, 1674, 142, 3728, 2194, 5781, 153, 154, 156, 2717, 27295, 673, 2218, 84148, 183, 54968, 84665, 6331, 3265, 57538, 84676, 5318, 3784, 207, 1756, 4830, 51422, 5350, 3315, 6901, 7414, 6902, 3329, 1281, 3845, 5894, 775, 3336, 9997, 4879, 783, 9499, 4893, 1824, 10529, 291, 1829, 1832, 6443, 6444, 1837, 5428, 5443, 57158, 3910, 1355, 10060, 845, 80206, 847, 3920, 79188, 3418, 5467, 859, 351, 3939, 355, 356, 359, 873, 8557, 7533, 4973, 8048, 23409, 1906, 282996, 85366, 57724, 5502, 55679, 7040, 6016, 1410, 406912, 59272, 11155, 6548, 1431, 1432, 3482, 7066, 7071, 4000, 4512, 55210, 11186, 27063, 6584, 7097, 4023, 5563, 23493, 57798, 7112, 5581, 93649, 467, 7124, 7125, 5594, 5595, 2010, 7134, 3552, 3553, 5600, 7137, 5604, 5605, 7139, 91624, 3565, 3569, 2548, 7157, 6648, 6654, 4607]",171,171
426,"[1543, 9992, 2697, 78987, 10008, 287, 4000, 3753, 3757, 3759, 6330, 6331, 5443, 3784, 1482, 11216, 2771, 51422, 5728, 6262]","[1543, 9992, 2697, 78987, 10008, 287, 4000, 3753, 3757, 3759, 6330, 6331, 5443, 3784, 1482, 11216, 2771, 51422, 5728, 6262]",20,20
