"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0051702","biological process involved in interaction with symbiont","1/10","121/18870",0.0623183807577259,0.101340170577984,0.0475127841487826,"81494",1
"BP","GO:0001952","regulation of cell-matrix adhesion","1/10","125/18870",0.0643174348054625,0.104104499126981,0.0488088244545737,"5328",1
"BP","GO:0002688","regulation of leukocyte chemotaxis","1/10","126/18870",0.0648165986172489,0.104426742216679,0.0489599063629316,"2155",1
"BP","GO:0014902","myotube differentiation","1/10","130/18870",0.0668108581339447,0.107143680325404,0.0502337279202592,"4627",1
"BP","GO:0030048","actin filament-based movement","1/10","133/18870",0.0683040401167432,0.108537926760852,0.0508874127281672,"4627",1
"BP","GO:0030168","platelet activation","1/10","133/18870",0.0683040401167432,0.108537926760852,0.0508874127281672,"4627",1
"BP","GO:0001909","leukocyte mediated cytotoxicity","1/10","140/18870",0.0717797725672901,0.113028782142158,0.0529929256867347,"4843",1
"BP","GO:0008360","regulation of cell shape","1/10","140/18870",0.0717797725672901,0.113028782142158,0.0529929256867347,"4627",1
"BP","GO:0043393","regulation of protein binding","1/10","142/18870",0.0727706932344475,0.114072978583729,0.0534824914715001,"81494",1
"BP","GO:0034341","response to type II interferon","1/10","143/18870",0.0732657964524985,0.11433406800659,0.0536049018179715,"4843",1
"BP","GO:0050921","positive regulation of chemotaxis","1/10","145/18870",0.0742552891659932,0.115360895668597,0.0540863243455308,"2155",1
"BP","GO:0062013","positive regulation of small molecule metabolic process","1/10","147/18870",0.0752438309268347,0.116377125166838,0.0545627779820322,"4843",1
"BP","GO:0002687","positive regulation of leukocyte migration","1/10","149/18870",0.0762314225474769,0.117382898435938,0.0550343292727477,"2155",1
"BP","GO:0002705","positive regulation of leukocyte mediated immunity","1/10","151/18870",0.0772180648397676,0.118378354908542,0.0555010435899094,"4843",1
"BP","GO:0032368","regulation of lipid transport","1/10","153/18870",0.0782037586149453,0.11936363157018,0.0559629851584327,"5443",1
"BP","GO:0007584","response to nutrient","1/10","155/18870",0.0791885046836452,0.120038189862622,0.0562792481207089,"2155",1
"BP","GO:0030010","establishment of cell polarity","1/10","156/18870",0.079680522581223,0.120038189862622,0.0562792481207089,"4627",1
"BP","GO:0048754","branching morphogenesis of an epithelial tube","1/10","156/18870",0.079680522581223,0.120038189862622,0.0562792481207089,"1282",1
"BP","GO:0060041","retina development in camera-type eye","1/10","159/18870",0.0811551569411114,0.121732735411667,0.0570737265239214,"1282",1
"BP","GO:0050796","regulation of insulin secretion","1/10","165/18870",0.084098047759717,0.125605667898633,0.05888952971654,"4843",1
"BP","GO:0007338","single fertilization","1/10","166/18870",0.0845877039758307,0.125797098220466,0.0589792807748707,"4627",1
"BP","GO:0007009","plasma membrane organization","1/10","170/18870",0.0865439737176943,0.128158735547905,0.0600865215061259,"4627",1
"BP","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","1/10","171/18870",0.0870324528761341,0.1283359898343,0.0601696262078537,"2155",1
"BP","GO:0032635","interleukin-6 production","1/10","177/18870",0.0899583940468157,0.13153580306005,0.0616698411201081,"4843",1
"BP","GO:0032675","regulation of interleukin-6 production","1/10","177/18870",0.0899583940468157,0.13153580306005,0.0616698411201081,"4843",1
"BP","GO:0015718","monocarboxylic acid transport","1/10","179/18870",0.0909318306468871,0.132402832908438,0.0620763433176283,"4843",1
"BP","GO:0043534","blood vessel endothelial cell migration","1/10","181/18870",0.0919043300236854,0.133261278534344,0.0624788208494352,"4627",1
"BP","GO:1905952","regulation of lipid localization","1/10","183/18870",0.0928758929793917,0.134111247953644,0.0628773243581817,"5443",1
"BP","GO:0032640","tumor necrosis factor production","1/10","186/18870",0.0943314833766967,0.134815636818192,0.0632075732208705,"5443",1
"BP","GO:0032680","regulation of tumor necrosis factor production","1/10","186/18870",0.0943314833766967,0.134815636818192,0.0632075732208705,"5443",1
"BP","GO:0061138","morphogenesis of a branching epithelium","1/10","187/18870",0.0948162128332497,0.134815636818192,0.0632075732208705,"1282",1
"BP","GO:0000910","cytokinesis","1/10","188/18870",0.0953007087852737,0.134815636818192,0.0632075732208705,"4627",1
"BP","GO:0006109","regulation of carbohydrate metabolic process","1/10","188/18870",0.0953007087852737,0.134815636818192,0.0632075732208705,"5443",1
"BP","GO:0031099","regeneration","1/10","191/18870",0.0967527966138994,0.13522077599051,0.0633975205037176,"2155",1
"BP","GO:0071706","tumor necrosis factor superfamily cytokine production","1/10","191/18870",0.0967527966138994,0.13522077599051,0.0633975205037176,"5443",1
"BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","1/10","191/18870",0.0967527966138994,0.13522077599051,0.0633975205037176,"5443",1
"BP","GO:0071466","cellular response to xenobiotic stimulus","1/10","192/18870",0.0972363595473466,0.135353012489906,0.0634595188624788,"4843",1
"BP","GO:0090276","regulation of peptide hormone secretion","1/10","195/18870",0.0986856507171848,0.13682313326526,0.0641487769392478,"4843",1
"BP","GO:0002791","regulation of peptide secretion","1/10","198/18870",0.100132847535974,0.138278694216345,0.0648312087221217,"4843",1
"BP","GO:0030073","insulin secretion","1/10","199/18870",0.100614781529367,0.138395035463319,0.0648857546788095,"4843",1
"BP","GO:0090087","regulation of peptide transport","1/10","200/18870",0.101096483215656,0.138510142358458,0.0649397219163976,"4843",1
"BP","GO:0007051","spindle organization","1/10","202/18870",0.102059190065055,0.139280777029957,0.0653010297629864,"4627",1
"BP","GO:0001763","morphogenesis of a branching structure","1/10","203/18870",0.102540195427136,0.139390578158764,0.0653525094210779,"1282",1
"BP","GO:0009566","fertilization","1/10","207/18870",0.104461898777627,0.140460490247854,0.0658541318463923,"4627",1
"BP","GO:2000241","regulation of reproductive process","1/10","207/18870",0.104461898777627,0.140460490247854,0.0658541318463923,"4627",1
"BP","GO:0031032","actomyosin structure organization","1/10","208/18870",0.104941745587477,0.140460490247854,0.0658541318463923,"4627",1
"BP","GO:1901654","response to ketone","1/10","208/18870",0.104941745587477,0.140460490247854,0.0658541318463923,"2155",1
"BP","GO:0019722","calcium-mediated signaling","1/10","210/18870",0.105900745068688,0.141200993424918,0.0662013127067824,"5443",1
"BP","GO:1903046","meiotic cell cycle process","1/10","214/18870",0.107815970253649,0.143205945222405,0.0671413233801352,"4627",1
"BP","GO:0010810","regulation of cell-substrate adhesion","1/10","220/18870",0.110681885472188,0.146453597506926,0.0686639673731805,"5328",1
"BP","GO:0071222","cellular response to lipopolysaccharide","1/10","226/18870",0.113539512603555,0.149665721159232,0.0701699539615274,"4843",1
"BP","GO:0045055","regulated exocytosis","1/10","227/18870",0.114014979503038,0.149725331573801,0.0701979019780374,"4627",1
"BP","GO:0007163","establishment or maintenance of cell polarity","1/10","228/18870",0.114490216868536,0.149784193497182,0.070225499068552,"4627",1
"BP","GO:0002685","regulation of leukocyte migration","1/10","230/18870",0.115440003391544,0.150461128015945,0.0705428761115291,"2155",1
"BP","GO:0050920","regulation of chemotaxis","1/10","232/18870",0.116388872960151,0.151131820112435,0.0708573264290002,"2155",1
"BP","GO:0072593","reactive oxygen species metabolic process","1/10","234/18870",0.117336826361337,0.151284280410447,0.0709288066050189,"4843",1
"BP","GO:0002573","myeloid leukocyte differentiation","1/10","235/18870",0.117810459744917,0.151284280410447,0.0709288066050189,"4627",1
"BP","GO:0045861","negative regulation of proteolysis","1/10","235/18870",0.117810459744917,0.151284280410447,0.0709288066050189,"5328",1
"BP","GO:0006909","phagocytosis","1/10","237/18870",0.118757040369265,0.151939154590089,0.0712358407787772,"4627",1
"BP","GO:0007160","cell-matrix adhesion","1/10","239/18870",0.119702706791056,0.152031175048494,0.0712789840668983,"5328",1
"BP","GO:0071219","cellular response to molecule of bacterial origin","1/10","239/18870",0.119702706791056,0.152031175048494,0.0712789840668983,"4843",1
"BP","GO:0030595","leukocyte chemotaxis","1/10","240/18870",0.1201751974213,0.152076249827681,0.0713001171303406,"2155",1
"BP","GO:0030072","peptide hormone secretion","1/10","241/18870",0.120647459795202,0.152120710176559,0.071320962121496,"4843",1
"BP","GO:0045333","cellular respiration","1/10","243/18870",0.121591300166027,0.152757301291615,0.0716194243805213,"4843",1
"BP","GO:0002790","peptide secretion","1/10","246/18870",0.123005351249042,0.153641766775807,0.0720341011804296,"4843",1
"BP","GO:0022604","regulation of cell morphogenesis","1/10","247/18870",0.123476246142057,0.153641766775807,0.0720341011804296,"4627",1
"BP","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","1/10","248/18870",0.123946913464109,0.153641766775807,0.0720341011804296,"2155",1
"BP","GO:0002703","regulation of leukocyte mediated immunity","1/10","249/18870",0.124417353312963,0.153641766775807,0.0720341011804296,"4843",1
"BP","GO:0042593","glucose homeostasis","1/10","251/18870",0.12535755098195,0.153641766775807,0.0720341011804296,"5443",1
"BP","GO:0016054","organic acid catabolic process","1/10","252/18870",0.125827308997428,0.153641766775807,0.0720341011804296,"4843",1
"BP","GO:0033500","carbohydrate homeostasis","1/10","252/18870",0.125827308997428,0.153641766775807,0.0720341011804296,"5443",1
"BP","GO:0046395","carboxylic acid catabolic process","1/10","252/18870",0.125827308997428,0.153641766775807,0.0720341011804296,"4843",1
"BP","GO:0097305","response to alcohol","1/10","254/18870",0.126766143878439,0.154246916327611,0.0723178222346634,"2155",1
"BP","GO:0006164","purine nucleotide biosynthetic process","1/10","258/18870",0.128641091771661,0.15544131922409,0.0728778114934483,"4843",1
"BP","GO:0006959","humoral immune response","1/10","258/18870",0.128641091771661,0.15544131922409,0.0728778114934483,"81494",1
"BP","GO:0015833","peptide transport","1/10","262/18870",0.130512415702964,0.156614898843557,0.0734280378728109,"4843",1
"BP","GO:0051098","regulation of binding","1/10","262/18870",0.130512415702964,0.156614898843557,0.0734280378728109,"81494",1
"BP","GO:0071216","cellular response to biotic stimulus","1/10","265/18870",0.131913534173058,0.157752267670873,0.0739612870205242,"4843",1
"BP","GO:0050708","regulation of protein secretion","1/10","266/18870",0.132380121899919,0.157768090483466,0.0739687054595801,"4843",1
"BP","GO:0072522","purine-containing compound biosynthetic process","1/10","267/18870",0.132846483907068,0.157783537200204,0.0739759475681537,"4843",1
"BP","GO:0002699","positive regulation of immune effector process","1/10","270/18870",0.134244216580736,0.158901317585361,0.0745000127820053,"4843",1
"BP","GO:0043542","endothelial cell migration","1/10","284/18870",0.140740196830043,0.166025723718153,0.0778402515919954,"4627",1
"BP","GO:0051321","meiotic cell cycle","1/10","287/18870",0.142126472128283,0.167094636150819,0.0783414053338684,"4627",1
"BP","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","1/10","290/18870",0.14351073422586,0.16815399161818,0.0788380783448815,"2155",1
"BP","GO:0009165","nucleotide biosynthetic process","1/10","295/18870",0.145813371000843,0.170278701705683,0.0798342370368446,"4843",1
"BP","GO:1901293","nucleoside phosphate biosynthetic process","1/10","297/18870",0.146732864601557,0.170779387563016,0.0800689808598532,"4843",1
"BP","GO:0051146","striated muscle cell differentiation","1/10","305/18870",0.15040193757363,0.17446624758541,0.0817975449961845,"4627",1
"BP","GO:0015850","organic hydroxy compound transport","1/10","308/18870",0.151774174948067,0.175473132498098,0.0822696174749097,"5443",1
"BP","GO:0044403","biological process involved in symbiotic interaction","1/10","322/18870",0.158151611775168,0.182240930125028,0.0854426623393206,"81494",1
"BP","GO:0072001","renal system development","1/10","324/18870",0.159059142649883,0.18259992460409,0.085610974935372,"1282",1
"BP","GO:0060326","cell chemotaxis","1/10","325/18870",0.159512577815067,0.18259992460409,0.085610974935372,"2155",1
"BP","GO:0042742","defense response to bacterium","1/10","330/18870",0.161776454716932,0.184584282758991,0.0865413303921464,"4843",1
"BP","GO:0016042","lipid catabolic process","1/10","334/18870",0.16358360321963,0.185430273356454,0.0869379684520579,"374569",1
"BP","GO:0060562","epithelial tube morphogenesis","1/10","334/18870",0.16358360321963,0.185430273356454,0.0869379684520579,"1282",1
"BP","GO:0062012","regulation of small molecule metabolic process","1/10","337/18870",0.16493666264719,0.186357008445527,0.0873724631247932,"4843",1
"BP","GO:0043010","camera-type eye development","1/10","344/18870",0.168086143589527,0.189300899576555,0.0887526903640834,"1282",1
"BP","GO:0032496","response to lipopolysaccharide","1/10","348/18870",0.169881043250394,0.189657190396237,0.0889197353642367,"4843",1
"BP","GO:0006887","exocytosis","1/10","349/18870",0.170329223229203,0.189657190396237,0.0889197353642367,"4627",1
"BP","GO:0009895","negative regulation of catabolic process","1/10","349/18870",0.170329223229203,0.189657190396237,0.0889197353642367,"4843",1
"BP","GO:0045862","positive regulation of proteolysis","1/10","350/18870",0.170777185421725,0.189657190396237,0.0889197353642367,"4627",1
"BP","GO:0046942","carboxylic acid transport","1/10","351/18870",0.171224929922037,0.189657190396237,0.0889197353642367,"4843",1
"BP","GO:0015849","organic acid transport","1/10","352/18870",0.17167245682418,0.189657190396237,0.0889197353642367,"4843",1
"BP","GO:0042886","amide transport","1/10","354/18870",0.172566858209941,0.19004198309196,0.0891001433129276,"4843",1
"BP","GO:0031589","cell-substrate adhesion","1/10","356/18870",0.173460390330622,0.19042339380144,0.0892789656358839,"5328",1
"BP","GO:0042176","regulation of protein catabolic process","1/10","364/18870",0.177025841174949,0.193720590008351,0.0908248380256939,"4843",1
"BP","GO:1902074","response to salt","1/10","366/18870",0.177915038224565,0.193720590008351,0.0908248380256939,"2155",1
"BP","GO:0009306","protein secretion","1/10","368/18870",0.178803370506866,0.193720590008351,0.0908248380256939,"4843",1
"BP","GO:0002237","response to molecule of bacterial origin","1/10","369/18870",0.179247212593934,0.193720590008351,0.0908248380256939,"4843",1
"BP","GO:0035592","establishment of protein localization to extracellular region","1/10","369/18870",0.179247212593934,0.193720590008351,0.0908248380256939,"4843",1
"BP","GO:0010631","epithelial cell migration","1/10","372/18870",0.180577443759532,0.194554026093861,0.0912155899714109,"4627",1
"BP","GO:0044282","small molecule catabolic process","1/10","375/18870",0.181905734241317,0.194779063126087,0.091321097351916,"4843",1
"BP","GO:0090132","epithelium migration","1/10","375/18870",0.181905734241317,0.194779063126087,0.091321097351916,"4627",1
"BP","GO:0071692","protein localization to extracellular region","1/10","377/18870",0.18279018431463,0.195125718225433,0.0914836246973445,"4843",1
"BP","GO:0032970","regulation of actin filament-based process","1/10","379/18870",0.183673773725675,0.195214781520391,0.0915253815355734,"4627",1
"BP","GO:0090130","tissue migration","1/10","380/18870",0.184115245915537,0.195214781520391,0.0915253815355734,"4627",1
"BP","GO:0001818","negative regulation of cytokine production","1/10","381/18870",0.18455650321899,0.195214781520391,0.0915253815355734,"5443",1
"BP","GO:0002697","regulation of immune effector process","1/10","389/18870",0.188078836885984,0.19833768253431,0.0929895365783971,"4843",1
"BP","GO:0001654","eye development","1/10","391/18870",0.188957277938999,0.198523704253162,0.0930767518428316,"1282",1
"BP","GO:0001701","in utero embryonic development","1/10","392/18870",0.189396177620833,0.198523704253162,0.0930767518428316,"4627",1
"BP","GO:0150063","visual system development","1/10","395/18870",0.190711594398645,0.199302206758945,0.093441748480449,"1282",1
"BP","GO:0048880","sensory system development","1/10","401/18870",0.193336666072741,0.201440598183574,0.0944443215924199,"1282",1
"BP","GO:0042692","muscle cell differentiation","1/10","419/18870",0.201165965344958,0.20897240579118,0.0979755683533967,"4627",1
"BP","GO:0003002","regionalization","1/10","430/18870",0.20591680275655,0.212638122727832,0.0996942196697337,"4010",1
"BP","GO:0030099","myeloid cell differentiation","1/10","430/18870",0.20591680275655,0.212638122727832,0.0996942196697337,"4627",1
"BP","GO:0009410","response to xenobiotic stimulus","1/10","434/18870",0.207638065191012,0.213781203214415,0.100230146697623,"4843",1
"BP","GO:0015711","organic anion transport","1/10","443/18870",0.211498634477436,0.217113642472412,0.101792542598983,"4843",1
"BP","GO:0006163","purine nucleotide metabolic process","1/10","463/18870",0.220017135500353,0.225194009276832,0.105580978336083,"4843",1
"BP","GO:0002443","leukocyte mediated immunity","1/10","466/18870",0.221287741569946,0.225830305179886,0.105879302186577,"4843",1
"BP","GO:0051656","establishment of organelle localization","1/10","469/18870",0.222556484479927,0.226460984207645,0.106174992595841,"4627",1
"BP","GO:0007389","pattern specification process","1/10","475/18870",0.225088390533833,0.228369562407504,0.107069819035581,"4010",1
"BP","GO:0032102","negative regulation of response to external stimulus","1/10","481/18870",0.227612873059936,0.22959211543437,0.107643006328879,"5328",1
"BP","GO:1903131","mononuclear cell differentiation","1/10","481/18870",0.227612873059936,0.22959211543437,0.107643006328879,"4627",1
"BP","GO:0072521","purine-containing compound metabolic process","1/10","493/18870",0.232639644899034,0.23398438273082,0.109702296803621,"4843",1
"BP","GO:0001667","ameboidal-type cell migration","1/10","497/18870",0.234308680703435,0.2349839218582,0.110170925251122,"4627",1
"BP","GO:0001819","positive regulation of cytokine production","1/10","499/18870",0.235141972786857,0.235141972786857,0.110245026563711,"4843",1
"CC","GO:1905286","serine-type peptidase complex","2/10","13/19886",1.77003771750031e-05,0.000938119990275163,0.000335375567526374,"2155/5328",2
"CC","GO:0098644","complex of collagen trimers","2/10","21/19886",4.75526946410384e-05,0.00126014640798752,0.000450499212388785,"1282/1287",2
"CC","GO:0005788","endoplasmic reticulum lumen","3/10","313/19886",0.000426959636119981,0.007542953571453,0.00269658717549462,"1282/1287/2155",3
"CC","GO:0031594","neuromuscular junction","2/10","76/19886",0.000635904400173979,0.00786398258113917,0.00281135424946385,"1287/4627",2
"CC","GO:0005581","collagen trimer","2/10","86/19886",0.000813334051875388,0.00786398258113917,0.00281135424946385,"1282/1287",2
"CC","GO:0005604","basement membrane","2/10","90/19886",0.000890262178996887,0.00786398258113917,0.00281135424946385,"1282/1287",2
"CC","GO:0062023","collagen-containing extracellular matrix","3/10","429/19886",0.00106866877072575,0.00800839943003098,0.00286298291441028,"1282/1287/2155",3
"CC","GO:0030863","cortical cytoskeleton","2/10","105/19886",0.00120881500830656,0.00800839943003098,0.00286298291441028,"4627/4843",2
"CC","GO:1905368","peptidase complex","2/10","120/19886",0.00157440736810127,0.00927151005659638,0.00331454182758163,"2155/5328",2
"CC","GO:0070938","contractile ring","1/10","10/19886",0.00501843242849809,0.0243757021328098,0.00871425299683368,"4627",1
"CC","GO:1904090","peptidase inhibitor complex","1/10","11/19886",0.00551902689799466,0.0243757021328098,0.00871425299683368,"5328",1
"CC","GO:1905370","serine-type endopeptidase complex","1/10","11/19886",0.00551902689799466,0.0243757021328098,0.00871425299683368,"5328",1
"CC","GO:0001931","uropod","1/10","13/19886",0.00651953587537291,0.0265736342845045,0.00950000828443062,"4627",1
"CC","GO:0031254","cell trailing edge","1/10","14/19886",0.00701945056571818,0.0265736342845045,0.00950000828443062,"4627",1
"CC","GO:0098637","protein complex involved in cell-matrix adhesion","1/10","17/19886",0.00851783653750116,0.0300963557658374,0.0107593724684225,"5328",1
"CC","GO:0005938","cell cortex","2/10","305/19886",0.00972731129275923,0.032221718657265,0.0115191844256359,"4627/4843",2
"CC","GO:0032982","myosin filament","1/10","24/19886",0.0120061599135662,0.0374309691422947,0.0133814785414361,"4627",1
"CC","GO:0016460","myosin II complex","1/10","26/19886",0.0130007928666268,0.0382801123295123,0.0136850451227651,"4627",1
"CC","GO:0005925","focal adhesion","2/10","421/19886",0.0179812732344892,0.0498097176879866,0.0178068504147718,"4627/5328",2
"CC","GO:0030055","cell-substrate junction","2/10","431/19886",0.0187961198822591,0.0498097176879866,0.0178068504147718,"4627/5328",2
"CC","GO:0001772","immunological synapse","1/10","45/19886",0.022404957251679,0.0565458444923327,0.0202149990240713,"4627",1
"CC","GO:0005782","peroxisomal matrix","1/10","51/19886",0.0253578940238486,0.0576941705704258,0.0206255227461304,"4843",1
"CC","GO:0031907","microbody lumen","1/10","51/19886",0.0253578940238486,0.0576941705704258,0.0206255227461304,"4843",1
"CC","GO:0032154","cleavage furrow","1/10","53/19886",0.0263404208462581,0.0576941705704258,0.0206255227461304,"4627",1
"CC","GO:0016459","myosin complex","1/10","56/19886",0.0278125397089847,0.0576941705704258,0.0206255227461304,"4627",1
"CC","GO:0098636","protein complex involved in cell adhesion","1/10","57/19886",0.02830280065719,0.0576941705704258,0.0206255227461304,"5328",1
"CC","GO:0001725","stress fiber","1/10","70/19886",0.0346559763146108,0.0617480331170087,0.0220747685423268,"4627",1
"CC","GO:0097517","contractile actin filament bundle","1/10","70/19886",0.0346559763146108,0.0617480331170087,0.0220747685423268,"4627",1
"CC","GO:0032153","cell division site","1/10","72/19886",0.0356300627027822,0.0617480331170087,0.0220747685423268,"4627",1
"CC","GO:0030864","cortical actin cytoskeleton","1/10","73/19886",0.036116774087307,0.0617480331170087,0.0220747685423268,"4627",1
"CC","GO:0070821","tertiary granule membrane","1/10","73/19886",0.036116774087307,0.0617480331170087,0.0220747685423268,"5328",1
"CC","GO:0042641","actomyosin","1/10","76/19886",0.0375755820742105,0.0622345578104112,0.0222486999123615,"4627",1
"CC","GO:0032432","actin filament bundle","1/10","79/19886",0.0390324026848712,0.0626884043120658,0.0224109489099739,"4627",1
"CC","GO:1905369","endopeptidase complex","1/10","84/19886",0.0414560271806852,0.0646226306051857,0.0231024300078122,"5328",1
"CC","GO:0035579","specific granule membrane","1/10","91/19886",0.0448398594667413,0.0679003586210654,0.0242742096361306,"5328",1
"CC","GO:0005796","Golgi lumen","1/10","106/19886",0.0520547525633226,0.0759375736526423,0.0271474940565553,"2155",1
"CC","GO:0005903","brush border","1/10","108/19886",0.0530130231159955,0.0759375736526423,0.0271474940565553,"4627",1
"CC","GO:0005777","peroxisome","1/10","143/19886",0.0696422410259039,0.0946420198557155,0.033834287138091,"4843",1
"CC","GO:0042579","microbody","1/10","143/19886",0.0696422410259039,0.0946420198557155,0.033834287138091,"4843",1
"CC","GO:0042581","specific granule","1/10","160/19886",0.0776240657954982,0.100901782580214,0.0360721367714768,"5328",1
"CC","GO:0070820","tertiary granule","1/10","164/19886",0.0794931620562263,0.100901782580214,0.0360721367714768,"5328",1
"CC","GO:0098862","cluster of actin-based cell projections","1/10","165/19886",0.0799599031767735,0.100901782580214,0.0360721367714768,"4627",1
"CC","GO:0009898","cytoplasmic side of plasma membrane","1/10","173/19886",0.0836861712186504,0.103148071502057,0.0368751794843502,"4627",1
"CC","GO:0001726","ruffle","1/10","182/19886",0.0878619828910627,0.10583375211878,0.0378353036372997,"4627",1
"CC","GO:0005912","adherens junction","1/10","188/19886",0.0906363341624312,0.106749460235752,0.0381626670157605,"4627",1
"CC","GO:0098562","cytoplasmic side of membrane","1/10","211/19886",0.101201132109468,0.116601304386996,0.0416846768414287,"4627",1
"CC","GO:0030667","secretory granule membrane","1/10","314/19886",0.147171022915933,0.161529888753152,0.0577465342116531,"5328",1
"CC","GO:0034774","secretory granule lumen","1/10","322/19886",0.150651331315159,0.161529888753152,0.0577465342116531,"5443",1
"CC","GO:0060205","cytoplasmic vesicle lumen","1/10","325/19886",0.15195314788224,0.161529888753152,0.0577465342116531,"5443",1
"CC","GO:0031983","vesicle lumen","1/10","326/19886",0.152386687502974,0.161529888753152,0.0577465342116531,"5443",1
"CC","GO:0009897","external side of plasma membrane","1/10","387/19886",0.178458454565563,0.18545682533284,0.066300354637361,"5328",1
"CC","GO:0031252","cell leading edge","1/10","423/19886",0.193504200406503,0.196813830073683,0.0703604556370664,"4627",1
"CC","GO:0005819","spindle","1/10","431/19886",0.196813830073683,0.196813830073683,0.0703604556370664,"4627",1
"MF","GO:0030020","extracellular matrix structural constituent conferring tensile strength","2/10","45/18496",0.000257252048831688,0.0113190901485943,0.00568662423733206,"1282/1287",2
"MF","GO:0005201","extracellular matrix structural constituent","2/10","166/18496",0.00343654969522053,0.0290047044096613,0.0145717414498299,"1282/1287",2
"MF","GO:0004252","serine-type endopeptidase activity","2/10","174/18496",0.00376810665823825,0.0290047044096613,0.0145717414498299,"2155/5328",2
"MF","GO:0008236","serine-type peptidase activity","2/10","192/18496",0.00456673823082169,0.0290047044096613,0.0145717414498299,"2155/5328",2
"MF","GO:0017171","serine hydrolase activity","2/10","196/18496",0.00475401757581165,0.0290047044096613,0.0145717414498299,"2155/5328",2
"MF","GO:0005516","calmodulin binding","2/10","204/18496",0.00513917541116779,0.0290047044096613,0.0145717414498299,"4627/4843",2
"MF","GO:0001851","complement component C3b binding","1/10","11/18496",0.00593278044743073,0.0290047044096613,0.0145717414498299,"81494",1
"MF","GO:0048407","platelet-derived growth factor binding","1/10","11/18496",0.00593278044743073,0.0290047044096613,0.0145717414498299,"1282",1
"MF","GO:0102545","phosphatidyl phospholipase B activity","1/10","11/18496",0.00593278044743073,0.0290047044096613,0.0145717414498299,"374569",1
"MF","GO:0010181","FMN binding","1/10","15/18496",0.0080822884825098,0.0355620693230431,0.0178661113823901,"4843",1
"MF","GO:0001846","opsonin binding","1/10","21/18496",0.0112987076689784,0.0451948306759138,0.0227055369424447,"81494",1
"MF","GO:0004622","lysophospholipase activity","1/10","24/18496",0.0129033945893144,0.0471517542066186,0.0236886803430381,"374569",1
"MF","GO:0001848","complement binding","1/10","26/18496",0.01397188324659,0.0471517542066186,0.0236886803430381,"81494",1
"MF","GO:0004175","endopeptidase activity","2/10","389/18496",0.0177562247232093,0.0471517542066186,0.0236886803430381,"2155/5328",2
"MF","GO:0071855","neuropeptide receptor binding","1/10","35/18496",0.0187672122787886,0.0471517542066186,0.0236886803430381,"5443",1
"MF","GO:0000146","microfilament motor activity","1/10","37/18496",0.0198299863346855,0.0471517542066186,0.0236886803430381,"4627",1
"MF","GO:0043495","protein-membrane adaptor activity","1/10","37/18496",0.0198299863346855,0.0471517542066186,0.0236886803430381,"4627",1
"MF","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","1/10","38/18496",0.0203609847710399,0.0471517542066186,0.0236886803430381,"4843",1
"MF","GO:0043531","ADP binding","1/10","38/18496",0.0203609847710399,0.0471517542066186,0.0236886803430381,"4627",1
"MF","GO:0016597","amino acid binding","1/10","51/18496",0.0272404443160749,0.0592846670325014,0.0297841628632184,"4843",1
"MF","GO:0050661","NADP binding","1/10","53/18496",0.0282949547200575,0.0592846670325014,0.0297841628632184,"4843",1
"MF","GO:0016811","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","1/10","71/18496",0.037739353465822,0.075478706931644,0.0379199245350365,"374569",1
"MF","GO:0050660","flavin adenine dinucleotide binding","1/10","88/18496",0.0465831210312162,0.0891155358858049,0.0447709630048302,"4843",1
"MF","GO:0004497","monooxygenase activity","1/10","104/18496",0.0548397720765076,0.0965179988546534,0.0484899037308067,"4843",1
"MF","GO:0004620","phospholipase activity","1/10","104/18496",0.0548397720765076,0.0965179988546534,0.0484899037308067,"374569",1
"MF","GO:0003774","cytoskeletal motor activity","1/10","112/18496",0.0589439163595669,0.0997512430700362,0.0501142608725062,"4627",1
"MF","GO:0005179","hormone activity","1/10","126/18496",0.0660875913596526,0.103825389510374,0.0521610808544942,"5443",1
"MF","GO:0016298","lipase activity","1/10","128/18496",0.0671041222477219,0.103825389510374,0.0521610808544942,"374569",1
"MF","GO:0019838","growth factor binding","1/10","135/18496",0.0706541431704507,0.103825389510374,0.0521610808544942,"1282",1
"MF","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","1/10","136/18496",0.0711602952628361,0.103825389510374,0.0521610808544942,"374569",1
"MF","GO:0020037","heme binding","1/10","141/18496",0.0736873361799142,0.103825389510374,0.0521610808544942,"4843",1
"MF","GO:0046906","tetrapyrrole binding","1/10","151/18496",0.0787228634663786,0.103825389510374,0.0521610808544942,"4843",1
"MF","GO:0052689","carboxylic ester hydrolase activity","1/10","153/18496",0.0797270075234664,0.103825389510374,0.0521610808544942,"374569",1
